Location,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified,IndicatorCoder,Indicatorr,ValueTyper,ParentLocationCoder,ParentLocationr,Location typer,SpatialDimValueCoder,Period typer,Periodr,IsLatestYearr,Dim1 typer,Dim1r,Dim1ValueCoder,Dim2 typer,Dim2r,Dim2ValueCoder,Dim3 typer,Dim3r,Dim3ValueCoder,DataSourceDimValueCoder,DataSourcer,FactValueNumericPrefixr,FactValueNumericr,FactValueUoMr,FactValueNumericLowPrefixr,FactValueNumericLowr,FactValueNumericHighPrefixr,FactValueNumericHighr,Valuer,FactValueTranslationIDr,FactCommentsr,Languager,DateModifiedr
Brazil,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,BRA,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,1045019,,,843224,,1189410,1 050 000 [843 000-1 190 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,BRA,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,55094.0,,,38033.0,,73790.0,55 094 [38 033-73 790],,,EN,2024-10-02T22:00:00.000Z
Japan,NCD_DTH_TOT,Total NCD Deaths,numeric,WPR,Western Pacific,Country,JPN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,1107468,,,846428,,1511136,1 110 000 [846 000-1 510 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,WPR,Western Pacific,Country,JPN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,61366.0,,,43690.0,,82067.0,61 366 [43 690-82 067],,,EN,2024-10-02T22:00:00.000Z
Indonesia,NCD_DTH_TOT,Total NCD Deaths,numeric,SEAR,South-East Asia,Country,IDN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,1487277,,,1010864,,2103153,1 490 000 [1 010 000-2 100 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,SEAR,South-East Asia,Country,IDN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,119869.0,,,87647.0,,155411.0,119 869 [87 647-155 411],,,EN,2024-10-02T22:00:00.000Z
Russian Federation,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,RUS,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,1592998,,,1419953,,1755015,1 590 000 [1 420 000-1 760 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,RUS,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,108638.0,,,65275.0,,154012.0,108 638 [65 275-154 012],,,EN,2024-10-02T22:00:00.000Z
Mauritania,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,MRT,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,10752,,,5522,,18449,10 800 [5520-18 400],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,MRT,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1479.0,,,871.7,,2079.0,1479 [872-2079],,,EN,2024-10-02T22:00:00.000Z
Czechia,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,CZE,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,100098,,,80768,,122221,100 000 [80 800-122 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,CZE,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,8199.0,,,5786.0,,10347.0,8199 [5786-10 347],,,EN,2024-10-02T22:00:00.000Z
Portugal,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,PRT,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,101646,,,73389,,132642,102 000 [73 400-133 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,PRT,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,3252.0,,,2185.0,,4513.0,3252 [2185-4513],,,EN,2024-10-02T22:00:00.000Z
Bulgaria,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,BGR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,103080,,,92373,,129454,103 000 [92 400-129 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,BGR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,10865.0,,,7694.0,,13714.0,10 865 [7694-13 714],,,EN,2024-10-02T22:00:00.000Z
Belize,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,BLZ,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,1033,,,843,,1416,1030 [840-1420],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,BLZ,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,54.88,,,7.3,,92.62,55 [7-93],,,EN,2024-10-02T22:00:00.000Z
Iraq,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,IRQ,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,107256,,,69316,,165477,107 000 [69 300-165 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,IRQ,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,15074.0,,,11559.0,,18451.0,15 074 [11 559-18 451],,,EN,2024-10-02T22:00:00.000Z
Belarus,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,BLR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,107986,,,98578,,136600,108 000 [98 600-137 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,BLR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,12648.0,,,8348.0,,16241.0,12 648 [8348-16 241],,,EN,2024-10-02T22:00:00.000Z
Nepal,NCD_DTH_TOT,Total NCD Deaths,numeric,SEAR,South-East Asia,Country,NPL,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,109269,,,62922,,180861,109 000 [62 900-181 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,SEAR,South-East Asia,Country,NPL,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,14662.0,,,10717.0,,19661.0,14 662 [10 717-19 661],,,EN,2024-10-02T22:00:00.000Z
Oman,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,OMN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,11011,,,6802,,16396,11 000 [6800-16 400],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,OMN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1815.0,,,1267.0,,2297.0,1815 [1267-2297],,,EN,2024-10-02T22:00:00.000Z
Grenada,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,GRD,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,1101,,,804,,1305,1100 [800-1310],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,GRD,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,41.95,,,27.17,,56.5,42 [27-56],,,EN,2024-10-02T22:00:00.000Z
Peru,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,PER,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,114365,,,64444,,165530,114 000 [64 400-166 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,PER,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,8890.0,,,6786.0,,11075.0,8890 [6786-11 075],,,EN,2024-10-02T22:00:00.000Z
Samoa,NCD_DTH_TOT,Total NCD Deaths,numeric,WPR,Western Pacific,Country,WSM,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,1147,,,682,,1704,1150 [680-1700],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,WPR,Western Pacific,Country,WSM,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,43.17,,,0.0,,91.11,43 [0-91],,,EN,2024-10-02T22:00:00.000Z
Sri Lanka,NCD_DTH_TOT,Total NCD Deaths,numeric,SEAR,South-East Asia,Country,LKA,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,115872,,,70013,,172187,116 000 [70 000-172 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,SEAR,South-East Asia,Country,LKA,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,9523.0,,,6798.0,,12329.0,9523 [6798-12 329],,,EN,2024-10-02T22:00:00.000Z
Greece,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,GRC,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,115537,,,83783,,139789,116 000 [83 800-140 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,GRC,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,7871.0,,,5914.0,,9926.0,7871 [5914-9926],,,EN,2024-10-02T22:00:00.000Z
Afghanistan,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,118581,,,60201,,208945,119 000 [60 200-209 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,AFG,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,21992.0,,,17456.0,,27046.0,21 992 [17 456-27 046],,,EN,2024-10-02T22:00:00.000Z
Sudan,NCD_DTH_TOT,Total NCD Deaths,numeric,EMR,Eastern Mediterranean,Country,SDN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,119215,,,62524,,193157,119 000 [62 500-193 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EMR,Eastern Mediterranean,Country,SDN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,14669.0,,,8954.0,,20387.0,14 669 [8954-20 387],,,EN,2024-10-02T22:00:00.000Z
Kazakhstan,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,KAZ,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,119427,,,92960,,139700,119 000 [93 000-140 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,KAZ,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,12489.0,,,9138.0,,15911.0,12 489 [9138-15 911],,,EN,2024-10-02T22:00:00.000Z
Lesotho,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,LSO,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,12114,,,6879,,23035,12 100 [6880-23 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,LSO,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1458.0,,,969.9,,1947.0,1458 [970-1947],,,EN,2024-10-02T22:00:00.000Z
Hungary,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,HUN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,121502,,,100679,,147004,122 000 [101 000-147 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,HUN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,9636.0,,,6715.0,,12244.0,9636 [6715-12 244],,,EN,2024-10-02T22:00:00.000Z
Netherlands (Kingdom of the),NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,NLD,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,124906,,,94558,,163035,125 000 [94 600-163 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,NLD,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,5734.0,,,4066.0,,7591.0,5734 [4066-7591],,,EN,2024-10-02T22:00:00.000Z
Eritrea,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,ERI,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,13538,,,7530,,25102,13 500 [7530-25 100],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,ERI,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1542.0,,,769.8,,2453.0,1542 [770-2453],,,EN,2024-10-02T22:00:00.000Z
Liberia,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,LBR,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,13553,,,7288,,24268,13 600 [7290-24 300],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,LBR,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1513.0,,,1007.0,,2032.0,1513 [1007-2032],,,EN,2024-10-02T22:00:00.000Z
Kenya,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,KEN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,130019,,,76446,,216370,130 000 [76 400-216 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,KEN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,6693.0,,,3865.0,,9812.0,6693 [3865-9812],,,EN,2024-10-02T22:00:00.000Z
United Republic of Tanzania,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,TZA,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,131377,,,69978,,238893,131 000 [70 000-239 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,TZA,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,8623.0,,,5386.0,,12417.0,8623 [5386-12 417],,,EN,2024-10-02T22:00:00.000Z
Venezuela (Bolivarian Republic of),NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,VEN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,139091,,,96026,,181912,139 000 [96 000-182 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,VEN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,8639.0,,,5965.0,,11166.0,8639 [5965-11 166],,,EN,2024-10-02T22:00:00.000Z
Estonia,NCD_DTH_TOT,Total NCD Deaths,numeric,EUR,Europe,Country,EST,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,13983,,,10976,,17704,14 000 [11 000-17 700],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,EUR,Europe,Country,EST,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,460.6,,,258.5,,655.8,461 [259-656],,,EN,2024-10-02T22:00:00.000Z
Central African Republic,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,CAF,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,14571,,,7725,,30471,14 600 [7720-30 500],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,CAF,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,2259.0,,,630.9,,4080.0,2259 [631-4080],,,EN,2024-10-02T22:00:00.000Z
Malaysia,NCD_DTH_TOT,Total NCD Deaths,numeric,WPR,Western Pacific,Country,MYS,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,140099,,,93575,,207813,140 000 [93 600-208 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,WPR,Western Pacific,Country,MYS,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,16792.0,,,12945.0,,20668.0,16 792 [12 945-20 668],,,EN,2024-10-02T22:00:00.000Z
Panama,NCD_DTH_TOT,Total NCD Deaths,numeric,AMR,Americas,Country,PAN,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,15176,,,12005,,20571,15 200 [12 000-20 600],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AMR,Americas,Country,PAN,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,819.7,,,535.4,,1109.0,820 [535-1109],,,EN,2024-10-02T22:00:00.000Z
Congo,NCD_DTH_TOT,Total NCD Deaths,numeric,AFR,Africa,Country,COG,Year,2019,False,Sex,Both sexes,SEX_BTSX,Causes,Noncommunicable diseases,GHECAUSES_GHE060,,,,,,,15190,,,7709,,25033,15 200 [7710-25 000],,,EN,2025-03-18T23:00:00.000Z,AIR_41,Ambient air pollution attributable deaths,numeric,AFR,Africa,Country,COG,Year,2019,True,Sex,Both sexes,SEX_BTSX,GHE cause of death codes,ALL CAUSES,GHECAUSE_GHE000000,,,,,,,1467.0,,,453.8,,2717.0,1467 [454-2717],,,EN,2024-10-02T22:00:00.000Z
